,Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
706,Gregory Santos,24,44,Maj-AL,Seattle,8,0,,1.0,,7.1,7,4,4,1,6,0,1,4.91,29,2,0,0,1,0,0,0,0,31,112,0.68,0.15,0.1,0.57,0.22,0.09,1.091,0.304,7.4,6.0,666619
707,Tayler Saucedo,31,45,Maj-AL,Seattle,53,0,2.0,,3.0,38.2,35,15,15,18,38,3,2,3.49,146,4,2,3,4,0,6,0,1,166,628,0.63,0.17,0.12,0.51,0.21,0.06,1.371,0.305,8.8,2.11,642048
708,Matt Sauer,25,177,Maj-AL,Kansas City,14,0,,,,16.1,23,14,14,11,9,3,1,7.71,71,4,1,0,0,1,0,0,0,84,327,0.61,0.13,0.07,0.32,0.17,0.1,2.082,0.333,5.0,0.82,669422
709,Josh Sborz,30,49,Maj-AL,Texas,17,0,2.0,2.0,,16.1,16,8,7,4,17,1,0,3.86,65,4,0,0,0,0,7,0,0,69,283,0.67,0.18,0.11,0.46,0.27,0.04,1.225,0.319,9.4,4.25,622250
710,Max Scherzer,39,59,Maj-AL,Texas,9,9,2.0,4.0,,43.1,40,20,19,10,40,7,1,3.95,165,11,0,0,0,1,3,2,0,177,669,0.69,0.14,0.15,0.34,0.24,0.13,1.154,0.277,8.3,4.0,453286
711,Clarke Schmidt,28,44,Maj-AL,New York,16,16,5.0,5.0,,85.1,71,31,27,30,93,8,9,2.85,309,11,2,0,9,5,5,7,1,353,1454,0.62,0.18,0.12,0.41,0.23,0.09,1.184,0.296,9.8,3.1,657376
712,John Schreiber,30,44,Maj-AL,Kansas City,59,0,4.0,3.0,2.0,51.2,48,23,21,20,46,1,4,3.66,198,10,1,1,7,2,1,0,0,224,895,0.62,0.17,0.09,0.53,0.19,0.09,1.316,0.307,8.0,2.3,670167
713,Spencer Schwellenbach,24,43,Maj-NL,Atlanta,21,21,8.0,7.0,,123.2,106,49,46,23,127,14,6,3.35,468,27,4,1,7,1,4,1,0,500,1887,0.69,0.16,0.13,0.43,0.25,0.07,1.043,0.281,9.2,5.52,680885
714,Christian Scott,25,114,Maj-NL,New York,9,9,,3.0,,47.1,45,24,24,12,39,8,2,4.56,180,7,1,0,4,1,1,2,0,197,788,0.65,0.13,0.11,0.34,0.2,0.14,1.204,0.276,7.4,3.25,681035
715,Tanner Scott,29,47,Maj-NL,"Miami,San Diego",72,0,9.0,6.0,22.0,72.0,45,20,14,36,84,3,1,1.75,251,7,0,4,5,0,5,3,0,294,1163,0.67,0.15,0.16,0.52,0.22,0.08,1.125,0.256,10.5,2.33,656945
716,Tayler Scott,32,57,Maj-AL,Houston,62,1,7.0,3.0,,68.2,45,21,17,35,71,7,4,2.23,239,6,1,1,1,3,16,4,0,282,1203,0.61,0.16,0.12,0.42,0.24,0.08,1.165,0.232,9.3,2.03,605463
717,JP Sears,28,46,Maj-AL,Oakland,32,32,11.0,13.0,,181.0,172,93,88,49,137,28,14,4.38,685,39,3,0,15,7,23,4,1,758,2857,0.65,0.17,0.1,0.38,0.19,0.11,1.221,0.273,6.8,2.8,676664
718,Colin Selby,26,44,Maj-AL,"Baltimore,Kansas City",5,0,,,,7.0,3,3,2,4,5,0,1,2.57,23,0,0,0,1,0,1,0,0,28,112,0.56,0.17,0.07,0.61,0.17,0.17,1.0,0.167,6.4,1.25,681882
719,Kodai Senga,31,109,Maj-NL,New York,1,1,1.0,,,5.1,2,2,2,1,9,1,1,3.38,18,0,0,0,0,0,0,0,0,20,73,0.71,0.16,0.14,0.22,0.33,0.22,0.563,0.125,15.2,9.0,673540
720,Antonio Senzatela,29,45,Maj-NL,Colorado,3,3,,1.0,,12.1,15,10,9,8,7,3,0,6.57,46,1,1,0,3,0,2,1,0,54,218,0.58,0.17,0.06,0.41,0.26,0.1,1.865,0.333,5.1,0.88,622608
721,Luis Severino,30,49,Maj-NL,New York,31,31,11.0,7.0,,182.0,166,86,79,60,161,23,11,3.91,684,23,2,0,15,1,15,5,7,761,2891,0.65,0.15,0.1,0.46,0.2,0.08,1.242,0.285,8.0,2.68,622663
722,Paul Sewald,34,65,Maj-NL,Arizona,42,0,1.0,2.0,16.0,39.2,35,19,19,10,43,6,3,4.31,151,13,0,1,1,1,4,1,1,165,629,0.7,0.17,0.11,0.27,0.25,0.14,1.135,0.282,9.8,4.3,623149
723,Bryan Shaw,36,216,Maj-AL,Chicago,5,0,,1.0,,4.0,8,5,4,4,4,1,0,9.0,20,3,0,1,1,0,0,0,0,24,95,0.56,0.11,0.04,0.25,0.38,0.06,3.0,0.467,9.0,1.0,543766
724,Chasen Shreve,33,97,Maj-NL,Colorado,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,4,10,0.6,0.1,0.0,1.0,0.0,0.0,1.0,0.25,0.0,,592741
725,Chase Shugart,27,45,Maj-AL,Boston,6,0,,,1.0,8.2,8,4,4,3,8,1,0,4.15,33,1,0,0,1,0,0,0,0,36,142,0.69,0.13,0.08,0.28,0.28,0.16,1.269,0.292,8.3,2.67,663767
726,Jared Shuster,25,46,Maj-AL,Chicago,39,4,2.0,5.0,,73.1,74,38,35,33,56,9,0,4.3,283,13,1,0,6,5,7,2,1,321,1290,0.61,0.13,0.1,0.35,0.28,0.1,1.459,0.292,6.9,1.7,694363
727,Chase Silseth,24,219,Maj-AL,Los Angeles,2,2,,1.0,,8.0,8,7,6,4,12,3,0,6.75,33,1,0,0,0,0,1,0,0,38,167,0.63,0.21,0.13,0.24,0.38,0.0,1.5,0.278,13.5,3.0,681217
729,Lucas Sims,30,45,"Maj-AL,Maj-NL","Boston,Cincinnati",58,0,1.0,6.0,1.0,49.1,41,24,24,30,49,8,2,4.38,179,7,1,0,4,3,3,1,0,215,885,0.62,0.15,0.11,0.28,0.23,0.15,1.439,0.264,8.9,1.63,608371
730,Brady Singer,27,46,Maj-AL,Kansas City,32,32,9.0,13.0,,179.2,175,77,74,54,170,22,10,3.71,693,34,3,0,14,1,3,6,1,762,2969,0.63,0.18,0.1,0.48,0.27,0.04,1.275,0.305,8.5,3.15,663903
731,Paul Skenes,22,45,Maj-NL,Pittsburgh,23,23,11.0,3.0,,133.0,94,31,29,32,170,10,6,1.96,475,14,1,0,15,1,6,1,4,514,2127,0.66,0.16,0.13,0.52,0.2,0.07,0.947,0.284,11.5,5.31,694973
732,Tarik Skubal,27,49,Maj-AL,Detroit,31,31,18.0,4.0,,192.0,142,54,51,35,228,15,9,2.39,705,24,4,0,12,3,3,3,0,753,2866,0.69,0.17,0.15,0.46,0.22,0.07,0.922,0.273,10.7,6.51,669373
733,Justin Slaten,26,44,Maj-AL,Boston,44,0,6.0,2.0,2.0,55.1,47,21,18,9,58,4,2,2.93,211,6,1,0,3,2,2,0,1,224,812,0.67,0.14,0.14,0.5,0.23,0.08,1.012,0.285,9.4,6.44,686580
734,Burch Smith,34,56,"Maj-AL,Maj-NL","Baltimore,Miami",50,0,4.0,1.0,,56.1,64,34,31,12,46,6,2,4.95,222,13,0,0,6,2,6,0,0,241,896,0.67,0.15,0.09,0.45,0.23,0.05,1.349,0.337,7.3,3.83,572143
735,Cade Smith,25,45,Maj-AL,Cleveland,74,0,6.0,1.0,1.0,75.1,51,16,16,17,103,1,3,1.91,268,19,1,0,7,1,4,1,0,289,1166,0.69,0.19,0.13,0.45,0.25,0.08,0.903,0.303,12.3,6.06,671922
736,Dominic Smith,29,93,Maj-AL,Boston,3,0,,,,3.0,2,0,0,1,0,0,0,0.0,10,1,0,0,1,0,0,0,0,11,31,0.65,0.13,0.0,0.2,0.3,0.0,1.0,0.2,0.0,0.0,642086
737,Drew Smith,30,142,Maj-NL,New York,19,0,1.0,1.0,2.0,17.2,18,7,6,9,23,2,0,3.06,68,4,1,0,1,2,0,0,0,79,328,0.66,0.13,0.14,0.26,0.26,0.13,1.528,0.356,11.7,2.56,622098
738,Pavin Smith,28,157,Maj-NL,Arizona,1,0,,,,1.0,0,0,0,1,0,0,1,0.0,3,0,0,0,1,0,0,0,0,5,17,0.47,0.24,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,656976
739,Will Smith,34,79,Maj-AL,Kansas City,45,0,,4.0,1.0,41.1,45,31,30,15,29,7,3,6.53,165,11,0,2,0,1,4,1,1,186,673,0.64,0.17,0.11,0.31,0.29,0.07,1.452,0.292,6.3,1.93,519293
740,AJ Smith-Shawver,21,173,Maj-NL,Atlanta,1,1,,,,4.1,3,0,0,2,4,0,0,0.0,16,0,0,0,0,0,1,0,0,18,87,0.63,0.14,0.1,0.25,0.25,0.17,1.154,0.25,8.3,2.0,700363
741,Drew Smyly,35,44,Maj-NL,Chicago,50,0,4.0,8.0,,58.2,57,29,25,25,56,10,3,3.84,226,7,0,3,3,1,7,1,2,257,1017,0.64,0.15,0.11,0.36,0.24,0.1,1.398,0.292,8.6,2.24,592767
742,Kirby Snead,29,155,Maj-AL,Seattle,11,0,,,,10.1,12,5,5,7,7,0,0,4.35,41,4,1,0,0,0,2,2,1,48,196,0.58,0.17,0.09,0.53,0.24,0.0,1.839,0.353,6.1,1.0,669912
743,Blake Snell,31,51,Maj-NL,San Francisco,20,20,5.0,3.0,,104.0,65,38,36,44,145,6,1,3.12,373,13,1,0,2,0,13,3,2,418,1772,0.63,0.17,0.16,0.43,0.22,0.09,1.048,0.266,12.5,3.3,605483
744,Collin Snider,28,45,Maj-AL,Seattle,42,0,3.0,4.0,,41.2,36,14,9,13,47,5,0,1.94,156,8,0,2,4,0,3,1,1,169,676,0.68,0.16,0.14,0.32,0.27,0.12,1.176,0.298,10.2,3.62,676092
745,George Soriano,25,54,Maj-NL,Miami,22,0,1.0,1.0,1.0,29.1,27,23,22,13,29,7,4,6.75,112,9,0,0,1,2,2,0,1,131,520,0.63,0.18,0.11,0.26,0.39,0.08,1.364,0.256,8.9,2.23,666277
746,Jos\xc3\xa9 Soriano,25,88,Maj-AL,Los Angeles,22,20,6.0,7.0,,113.0,91,50,43,45,97,8,9,3.42,407,17,1,1,16,5,2,2,0,468,1737,0.63,0.17,0.1,0.6,0.22,0.02,1.204,0.27,7.7,2.16,667755
747,Michael Soroka,26,45,Maj-AL,Chicago,25,9,,10.0,,79.2,66,49,42,44,84,13,3,4.74,294,9,4,1,2,4,13,4,2,347,1442,0.6,0.17,0.1,0.42,0.21,0.1,1.381,0.264,9.5,1.91,647336
748,Gregory Soto,29,44,"Maj-AL,Maj-NL","Baltimore,Philadelphia",66,0,3.0,5.0,2.0,53.0,56,30,26,27,65,4,8,4.42,206,10,2,3,3,2,2,1,0,244,961,0.63,0.16,0.13,0.51,0.24,0.05,1.566,0.374,11.0,2.41,642397
749,Alex Speas,26,165,Maj-AL,Houston,1,0,,,,2.0,2,1,1,1,2,1,0,4.5,7,0,0,0,1,0,0,0,0,8,39,0.59,0.15,0.15,0.4,0.0,0.2,1.5,0.25,9.0,2.0,666208
750,Gabe Speier,29,44,Maj-AL,Seattle,29,0,,2.0,,23.2,19,15,15,14,33,2,2,5.7,84,4,0,1,2,3,5,0,1,104,422,0.62,0.15,0.14,0.42,0.18,0.09,1.394,0.327,12.5,2.36,642100
751,Mitch Spence,26,44,Maj-AL,Oakland,35,24,8.0,10.0,,151.1,165,79,77,44,126,20,6,4.58,598,41,3,0,12,2,15,7,0,651,2482,0.64,0.14,0.11,0.48,0.22,0.06,1.381,0.319,7.5,2.86,687765
752,Carson Spiers,26,49,Maj-NL,Cincinnati,22,10,5.0,7.0,,90.2,112,59,55,27,80,20,5,5.46,377,24,3,0,8,1,2,2,0,410,1554,0.65,0.17,0.09,0.36,0.23,0.08,1.533,0.331,7.9,2.96,686730
753,Jeffrey Springs,31,70,Maj-AL,Tampa Bay,7,7,2.0,2.0,,33.0,34,12,12,11,37,5,1,3.27,129,5,0,0,2,1,4,1,0,142,565,0.64,0.15,0.13,0.39,0.25,0.08,1.364,0.33,10.1,3.36,605488
755,Ryne Stanek,32,45,"Maj-AL,Maj-NL","New York,Seattle",63,0,7.0,3.0,7.0,55.1,48,32,30,25,67,8,3,4.88,212,6,2,2,5,1,2,0,0,241,977,0.64,0.13,0.16,0.34,0.21,0.08,1.319,0.29,10.9,2.68,592773
756,Josh Staumont,30,106,Maj-AL,Minnesota,25,0,1.0,,,24.1,17,12,10,14,18,0,1,3.7,85,1,0,0,2,2,2,1,0,102,420,0.62,0.18,0.1,0.46,0.25,0.12,1.274,0.246,6.7,1.29,622251
757,Justin Steele,28,49,Maj-NL,Chicago,24,24,5.0,5.0,,134.2,111,54,46,37,135,12,4,3.07,506,23,0,0,5,3,9,2,1,555,2046,0.69,0.17,0.11,0.46,0.23,0.08,1.099,0.274,9.0,3.65,657006
758,Michael Stefanic,28,52,Maj-AL,Los Angeles,1,0,,,,1.0,1,0,0,0,0,0,1,0.0,4,0,0,0,0,0,0,0,0,5,15,0.6,0.13,0.07,0.0,0.5,0.25,1.0,0.25,0.0,,683021
759,Jackson Stephens,30,181,Maj-NL,Atlanta,3,0,,,,3.1,5,1,1,1,2,1,1,2.7,15,0,0,0,0,0,0,0,0,17,51,0.71,0.16,0.1,0.23,0.23,0.23,1.8,0.333,5.4,2.0,623451
760,Justin Sterner,27,161,Maj-AL,Tampa Bay,2,0,,,,4.0,5,2,1,1,4,0,0,2.25,17,2,0,1,0,1,0,0,0,19,64,0.66,0.09,0.16,0.43,0.14,0.14,1.5,0.357,9.0,4.0,686993
761,Brock Stewart,32,106,Maj-AL,Minnesota,16,0,,,,15.2,15,9,9,8,20,2,0,5.17,59,3,0,0,1,0,2,0,1,67,268,0.66,0.15,0.14,0.36,0.33,0.05,1.468,0.351,11.5,2.5,592779
762,Gavin Stone,25,73,Maj-NL,Los Angeles,25,25,11.0,5.0,,140.1,133,55,55,37,116,18,2,3.53,537,25,2,0,11,3,8,1,1,580,2152,0.65,0.15,0.12,0.45,0.25,0.05,1.211,0.283,7.4,3.14,694813
763,Matt Strahm,32,44,Maj-NL,Philadelphia,66,0,6.0,2.0,3.0,62.2,36,14,13,11,79,4,6,1.87,217,12,0,1,2,3,2,2,1,237,983,0.7,0.16,0.13,0.32,0.23,0.11,0.75,0.234,11.3,7.18,621381
764,Chris Stratton,33,60,Maj-AL,Kansas City,57,0,4.0,3.0,4.0,58.1,53,38,36,33,44,5,3,5.55,214,13,2,1,7,6,3,1,1,257,995,0.6,0.17,0.08,0.45,0.25,0.06,1.474,0.281,6.8,1.33,608717
765,Hunter Stratton,27,80,Maj-NL,Pittsburgh,36,0,2.0,1.0,1.0,37.2,37,17,15,7,33,3,3,3.58,145,8,0,0,1,0,2,0,1,158,581,0.67,0.15,0.13,0.41,0.23,0.13,1.168,0.312,7.9,4.71,676702
766,Hunter Strickland,35,45,Maj-AL,Los Angeles,72,0,3.0,2.0,1.0,73.1,56,31,27,24,57,10,2,3.31,266,12,1,1,7,1,6,2,1,294,1158,0.64,0.17,0.1,0.35,0.18,0.12,1.091,0.23,7.0,2.38,519326
767,Spencer Strider,25,221,Maj-NL,Atlanta,2,2,,,,9.0,10,7,7,5,12,2,0,7.0,37,2,0,0,0,0,2,0,0,42,178,0.65,0.13,0.17,0.4,0.2,0.08,1.667,0.348,12.0,2.4,675911
768,Ross Stripling,34,45,Maj-AL,Oakland,22,14,2.0,11.0,,85.1,109,65,57,22,49,7,1,6.01,353,30,0,2,8,4,7,1,2,381,1358,0.66,0.18,0.07,0.41,0.28,0.08,1.535,0.339,5.2,2.23,548389
769,Marcus Stroman,33,48,Maj-AL,New York,30,29,10.0,9.0,1.0,154.2,167,81,74,60,113,19,8,4.31,603,28,4,0,16,3,25,5,1,675,2667,0.61,0.17,0.08,0.5,0.22,0.05,1.468,0.312,6.6,1.88,573186
770,Peter Strzelecki,29,92,Maj-AL,Cleveland,10,0,,,,11.2,11,3,3,3,9,1,1,2.31,43,3,0,0,3,0,0,0,0,47,192,0.61,0.15,0.06,0.38,0.35,0.09,1.2,0.303,6.9,3.0,657265
771,Garrett Stubbs,31,65,Maj-NL,Philadelphia,4,0,,,,4.0,6,7,7,2,0,2,0,15.75,17,1,0,0,1,0,0,0,0,19,65,0.62,0.15,0.03,0.41,0.24,0.06,2.0,0.267,0.0,0.0,596117
772,Albert Su\xc3\xa1rez,34,44,Maj-AL,Baltimore,32,24,9.0,7.0,,133.2,130,56,55,43,108,17,3,3.7,510,34,1,1,8,5,10,3,0,565,2234,0.62,0.12,0.11,0.36,0.26,0.07,1.294,0.29,7.3,2.51,544150
773,Jos\xc3\xa9 Suarez,26,48,Maj-AL,Los Angeles,22,3,1.0,2.0,1.0,52.1,57,38,35,27,56,7,4,6.02,208,17,4,0,6,1,2,2,2,240,988,0.6,0.14,0.12,0.4,0.3,0.08,1.605,0.343,9.6,2.07,660761
774,Ranger Su\xc3\xa1rez,28,46,Maj-NL,Philadelphia,27,27,12.0,8.0,,150.2,140,63,58,41,145,14,5,3.46,575,32,2,1,8,1,8,3,2,626,2355,0.65,0.17,0.1,0.53,0.24,0.04,1.201,0.302,8.7,3.54,624133
775,Robert Suarez,33,46,Maj-NL,San Diego,65,0,9.0,3.0,36.0,65.0,52,21,20,16,59,7,0,2.77,240,7,0,1,5,1,0,1,0,258,977,0.67,0.11,0.12,0.42,0.21,0.1,1.046,0.257,8.2,3.69,663158
776,Wander Suero,32,217,Maj-AL,Houston,1,0,,1.0,,0.0,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,2,1.0,0.5,0.0,0.0,1.0,0.0,,1.0,,,593833
777,Cole Sulser,34,58,"Maj-AL,Maj-NL","New York,Tampa Bay",10,2,1.0,,,16.1,9,5,5,9,15,1,0,2.76,54,1,1,1,0,2,1,0,1,66,292,0.62,0.15,0.11,0.45,0.14,0.07,1.102,0.2,8.3,1.67,642121
778,Brent Suter,34,44,Maj-NL,Cincinnati,47,3,1.0,,2.0,65.2,63,25,23,12,50,10,3,3.15,253,11,1,0,4,2,3,0,4,270,1023,0.65,0.15,0.09,0.41,0.23,0.07,1.142,0.272,6.9,4.17,608718
779,Erik Swanson,30,45,Maj-AL,Toronto,44,0,2.0,2.0,,38.1,35,21,21,14,37,10,1,4.93,149,10,0,0,1,0,2,0,0,164,658,0.64,0.14,0.11,0.41,0.25,0.08,1.278,0.245,8.7,2.64,657024
781,Jameson Taillon,32,46,Maj-NL,Chicago,28,28,12.0,8.0,,165.1,154,67,60,33,125,21,1,3.27,633,24,2,0,8,4,14,0,1,675,2483,0.66,0.18,0.09,0.4,0.23,0.06,1.131,0.271,6.8,3.79,592791
782,Dillon Tate,30,44,Maj-AL,"Baltimore,Toronto",33,0,2.0,1.0,1.0,36.2,42,21,19,12,27,2,4,4.66,147,8,0,0,2,1,4,3,0,164,591,0.63,0.17,0.09,0.51,0.22,0.09,1.473,0.336,6.6,2.25,622253
783,Troy Taylor,22,44,Maj-AL,Seattle,21,0,,,1.0,19.1,15,8,8,7,25,4,0,3.72,74,4,0,0,0,0,1,0,0,81,328,0.63,0.2,0.11,0.31,0.24,0.12,1.138,0.244,11.6,3.57,700187
784,Julio Teheran,33,218,Maj-NL,New York,1,1,,,,2.2,6,4,4,2,3,1,0,13.5,14,1,0,0,0,0,0,0,0,16,68,0.54,0.09,0.1,0.36,0.18,0.09,3.0,0.5,10.1,1.5,527054
785,Rowdy Tellez,29,69,Maj-NL,Pittsburgh,3,0,,,,2.2,5,2,2,1,0,0,2,6.75,11,0,0,0,1,1,0,0,0,15,44,0.57,0.2,0.0,0.17,0.42,0.08,2.25,0.417,0.0,0.0,642133
786,Kai-Wei Teng,25,207,Maj-NL,San Francisco,4,0,,,,11.0,15,12,12,8,7,2,1,9.82,46,2,0,0,1,0,0,0,0,55,204,0.57,0.16,0.08,0.44,0.28,0.15,2.091,0.351,5.7,0.88,678906
787,Caleb Thielbar,37,46,Maj-AL,Minnesota,59,0,2.0,4.0,3.0,47.1,50,33,28,24,53,6,0,5.32,188,9,0,2,2,3,7,1,1,216,887,0.67,0.18,0.11,0.4,0.23,0.1,1.563,0.333,10.1,2.21,573204
788,Keegan Thompson,29,44,Maj-NL,Chicago,24,0,2.0,1.0,2.0,30.1,19,12,9,18,36,3,0,2.67,107,4,1,0,3,1,2,0,1,127,531,0.61,0.15,0.11,0.38,0.31,0.04,1.22,0.232,10.7,2.0,624522
789,Ryan Thompson,32,45,Maj-NL,Arizona,67,0,7.0,5.0,2.0,66.1,64,26,24,15,52,5,1,3.26,252,8,4,2,5,2,17,1,0,272,978,0.67,0.18,0.1,0.63,0.18,0.04,1.191,0.3,7.1,3.47,657044
790,Zack Thompson,26,203,Maj-NL,St. Louis,5,2,,2.0,,17.0,24,18,18,8,20,6,1,9.53,74,4,0,0,1,0,3,0,0,83,317,0.65,0.17,0.09,0.39,0.22,0.13,1.882,0.375,10.6,2.5,668868
791,Trent Thornton,30,45,Maj-AL,Seattle,71,0,4.0,3.0,1.0,72.1,63,32,29,19,77,8,5,3.61,265,16,1,1,4,2,7,6,2,294,1142,0.68,0.17,0.12,0.39,0.25,0.08,1.134,0.302,9.6,4.05,663423
792,Drew Thorpe,23,104,Maj-AL,Chicago,9,9,3.0,3.0,,44.1,35,29,27,21,25,8,1,5.48,165,11,0,0,2,2,9,0,1,190,721,0.6,0.14,0.1,0.37,0.23,0.11,1.263,0.202,5.1,1.19,689672
793,Jes\xc3\xbas Tinoco,29,47,"Maj-AL,Maj-NL","Chicago,Miami,Texas",32,0,1.0,,3.0,40.2,27,15,15,12,42,3,3,3.32,147,3,1,1,2,0,4,0,0,162,644,0.66,0.17,0.12,0.46,0.18,0.1,0.959,0.235,9.3,3.5,622786
794,Michael Tonkin,34,46,"Maj-AL,Maj-NL","Minnesota,New York",57,0,4.0,4.0,2.0,79.1,70,43,32,30,85,6,8,3.63,297,14,1,1,3,5,8,1,0,340,1420,0.63,0.16,0.1,0.4,0.28,0.06,1.261,0.303,9.6,2.83,543859
795,Justin Topa,33,45,Maj-AL,Minnesota,3,0,,,,2.1,1,0,0,0,2,0,0,0.0,8,0,0,0,0,0,0,0,0,8,20,0.8,0.1,0.25,0.5,0.17,0.33,0.429,0.167,7.7,,623437
796,Luis Torrens,28,130,Maj-NL,New York,1,0,,,,0.1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,3,0.67,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,620443
797,Touki Toussaint,28,71,Maj-AL,Chicago,11,0,1.0,2.0,,23.0,35,19,19,18,26,3,1,7.43,97,6,2,0,4,1,2,1,2,117,491,0.58,0.16,0.11,0.5,0.25,0.01,2.304,0.464,10.2,1.44,657053
798,Blake Treinen,36,47,Maj-NL,Los Angeles,50,0,7.0,3.0,1.0,46.2,33,11,10,11,56,5,2,1.93,170,9,0,0,0,1,8,1,3,184,737,0.66,0.18,0.12,0.44,0.18,0.06,0.943,0.255,10.8,5.09,595014
799,Jose Trevino,31,145,Maj-AL,New York,2,0,,,,2.0,5,3,3,2,0,0,0,13.5,11,3,0,0,0,0,0,0,0,13,43,0.65,0.19,0.02,0.45,0.55,0.0,3.5,0.455,0.0,0.0,624431
800,Cole Tucker,27,164,Maj-AL,Los Angeles,1,0,,,,1.0,1,0,0,1,0,0,0,0.0,3,0,0,0,1,0,0,0,0,4,10,0.6,0.2,0.1,1.0,0.0,0.0,2.0,0.333,0.0,0.0,657061
801,Spencer Turnbull,31,139,Maj-NL,Philadelphia,17,7,3.0,,,54.1,37,17,16,20,58,6,5,2.65,197,9,0,0,3,0,6,1,1,222,918,0.61,0.18,0.1,0.47,0.22,0.06,1.049,0.233,9.6,2.9,605513
802,Kyle Tyler,27,96,Maj-NL,Miami,8,7,,2.0,,31.2,37,19,19,18,25,4,1,5.4,123,3,0,0,5,0,3,3,0,142,580,0.59,0.15,0.11,0.49,0.28,0.04,1.737,0.351,7.1,1.39,667725
803,Edwin Uceta,26,46,Maj-AL,Tampa Bay,30,0,2.0,,5.0,41.2,26,8,7,8,57,2,1,1.51,149,6,0,0,0,0,3,1,0,159,672,0.67,0.15,0.16,0.35,0.23,0.14,0.816,0.267,12.3,7.13,670955
804,Jos\xc3\xa9 Ure\xc3\xb1a,32,60,Maj-AL,Texas,33,9,5.0,8.0,1.0,109.0,105,51,46,39,70,13,4,3.8,414,19,1,2,12,4,10,2,0,463,1760,0.62,0.15,0.1,0.51,0.21,0.05,1.321,0.275,5.8,1.79,570632
805,Abner Uribe,24,195,Maj-NL,Milwaukee,14,0,2.0,2.0,3.0,14.1,15,11,11,12,14,1,0,6.91,54,1,1,2,4,0,0,0,0,66,258,0.57,0.2,0.08,0.58,0.28,0.1,1.884,0.359,8.8,1.17,682842
807,Naoyuki Uwasawa,30,193,Maj-AL,Boston,2,0,,,,4.0,2,1,1,2,3,0,0,2.25,14,1,0,0,0,0,0,0,0,16,62,0.61,0.18,0.08,0.36,0.18,0.36,1.0,0.182,6.8,1.5,683822
808,Framber Valdez,30,49,Maj-AL,Houston,28,28,15.0,7.0,,176.1,140,60,57,55,169,13,6,2.91,634,24,1,0,32,6,9,1,0,703,2600,0.63,0.18,0.12,0.62,0.22,0.01,1.106,0.277,8.6,3.07,664285
809,Ricky Vanasco,25,66,"Maj-AL,Maj-NL","Detroit,Los Angeles",4,0,1.0,,,4.0,3,3,3,0,1,0,0,6.75,15,1,0,0,0,0,0,0,0,15,45,0.64,0.13,0.09,0.57,0.21,0.0,0.75,0.214,2.3,,676568
810,Ildemaro Vargas,32,63,Maj-NL,Washington,2,0,,,,2.0,3,1,1,0,0,1,1,4.5,8,0,0,0,1,0,0,0,0,9,23,0.61,0.09,0.04,0.38,0.25,0.0,1.5,0.286,0.0,,545121
811,Gus Varland,27,44,"Maj-AL,Maj-NL","Chicago,Los Angeles",26,0,1.0,,,26.1,30,12,10,8,27,2,1,3.42,106,5,1,1,2,0,5,1,2,115,455,0.66,0.19,0.11,0.38,0.29,0.04,1.443,0.364,9.2,3.38,681402
812,Louie Varland,26,45,Maj-AL,Minnesota,16,7,,6.0,,49.2,68,44,42,16,49,12,4,7.61,214,8,0,1,5,3,1,0,1,238,901,0.65,0.14,0.11,0.43,0.27,0.02,1.691,0.359,8.9,3.06,686973
813,Randy V\xc3\xa1squez,25,45,Maj-NL,San Diego,20,20,4.0,7.0,,98.0,119,56,53,29,62,13,6,4.87,391,23,2,1,14,2,12,4,0,431,1687,0.65,0.15,0.08,0.39,0.3,0.09,1.51,0.333,5.7,2.14,681190
814,Anthony Veneziano,26,46,"Maj-AL,Maj-NL","Kansas City,Miami",12,0,1.0,,,13.1,16,7,5,3,14,1,1,3.38,52,4,1,0,1,2,3,0,0,58,242,0.67,0.13,0.14,0.35,0.28,0.03,1.425,0.385,9.5,4.67,685107
815,Justin Verlander,41,45,Maj-AL,Houston,17,17,5.0,6.0,,90.1,98,56,55,27,74,15,6,5.48,358,14,2,0,3,5,8,3,1,396,1580,0.65,0.17,0.09,0.29,0.28,0.12,1.384,0.303,7.4,2.74,434378
816,Alex Vesia,28,44,Maj-NL,Los Angeles,67,0,5.0,4.0,5.0,66.1,33,19,13,33,87,7,1,1.76,223,9,1,3,1,1,5,5,2,263,1114,0.63,0.15,0.13,0.26,0.16,0.21,0.995,0.2,11.8,2.64,681911
817,Nick Vespi,28,82,Maj-AL,Baltimore,11,0,,,,12.1,10,4,4,3,9,1,0,2.92,45,4,0,0,0,1,0,0,0,49,169,0.68,0.16,0.12,0.46,0.24,0.03,1.054,0.25,6.6,3.0,663989
